City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Hefei,CN,31.8639,117.2808,34.01,46,20,3.0,few clouds
451,Mpraeso,GH,6.5932,-0.7346,19.16,98,100,1.13,overcast clouds
452,Cerrito,CO,6.8432,-72.694,9.84,89,55,1.7,broken clouds
453,Tabory,RU,58.5198,64.5495,24.21,40,0,1.17,clear sky
454,Asosa,ET,10.0667,34.5333,19.01,80,99,0.86,overcast clouds
455,Oussouye,SN,12.485,-16.5469,24.71,77,100,4.36,overcast clouds
456,Troitsko-Pechorsk,RU,62.7084,56.1964,18.67,76,100,1.02,light rain
457,Adolfo Lopez Mateos,MX,28.4667,-107.3,17.74,55,94,2.13,overcast clouds
458,Gornopravdinsk,RU,60.05,69.9,19.98,40,4,4.47,clear sky
459,Obo,CF,5.3998,26.4869,20.11,95,14,0.56,few clouds
460,Davila,PH,18.4726,120.5763,30.99,70,52,4.64,broken clouds
461,Riyadh,SA,24.6877,46.7219,32.08,15,18,3.17,few clouds
462,Shatrovo,RU,56.5167,64.6333,21.86,71,22,2.75,few clouds
463,Impfondo,CG,1.6381,18.0667,21.58,99,100,1.11,overcast clouds
464,Saran,FR,47.9501,1.876,17.12,78,22,1.54,few clouds
465,The Valley,AI,18.217,-63.0578,27.92,78,100,5.82,overcast clouds
466,Agutaya,PH,11.148,120.9417,29.48,68,48,0.57,scattered clouds
467,Pedernales,DO,18.0384,-71.744,27.42,72,100,1.56,overcast clouds
468,San Policarpo,PH,12.1791,125.5072,29.81,69,60,3.54,broken clouds
469,Hailar,CN,49.2,119.7,25.21,32,11,3.06,few clouds
470,Port Blair,IN,11.6667,92.75,30.02,74,40,5.14,scattered clouds
471,Acapulco,MX,16.8634,-99.8901,24.9,88,100,0.0,overcast clouds
472,Vaitape,PF,-16.5167,-151.75,26.9,69,3,7.58,clear sky
473,Altay,CN,47.8667,88.1167,21.46,33,84,5.56,broken clouds
474,Tateyama,JP,34.9833,139.8667,25.61,80,100,9.38,light rain
475,Hovd,MN,48.0056,91.6419,23.1,19,99,2.05,overcast clouds
476,Faya,SA,18.3851,42.4509,21.29,20,0,4.35,clear sky
477,Galle,LK,6.0367,80.217,28.11,74,97,4.9,overcast clouds
478,Freeport,US,40.6576,-73.5832,21.37,81,100,7.2,overcast clouds
479,Shanhetun,CN,44.7,127.2,23.32,66,89,5.7,overcast clouds
480,Dimona,IL,31.0667,35.0333,22.43,64,2,4.11,clear sky
481,Yulara,AU,-25.2406,130.9889,22.53,30,50,3.95,scattered clouds
482,Raga,SS,8.4596,25.678,22.24,83,69,1.59,broken clouds
483,Beringovskiy,RU,63.05,179.3167,8.44,70,11,2.52,few clouds
484,Nuuk,GL,64.1835,-51.7216,4.34,81,75,13.38,light snow
485,Dwarka,IN,22.2394,68.9678,30.45,72,66,6.53,broken clouds
486,Dunedin,NZ,-45.8742,170.5036,7.67,64,21,1.34,few clouds
487,Sangueya,GN,10.7,-14.3667,24.75,92,100,1.3,overcast clouds
488,Kaihua,CN,23.3687,104.28,23.6,76,100,2.6,overcast clouds
489,Verkh-Usugli,RU,52.7,115.1667,26.39,30,90,0.39,overcast clouds
490,Lere,NG,10.387,8.5726,20.4,92,100,1.82,light rain
491,Hokitika,NZ,-42.7167,170.9667,11.61,83,88,0.81,overcast clouds
492,Saint-Georges,GD,12.0564,-61.7485,26.8,72,4,6.21,clear sky
493,Vilyuysk,RU,63.7553,121.6247,20.42,37,82,3.82,broken clouds
494,Acarau,BR,-2.8856,-40.12,23.11,87,18,4.82,few clouds
495,Uruzgan,AF,32.8333,66.0,28.47,16,0,4.29,clear sky
496,Rudbar,AF,30.15,62.6,37.53,12,0,6.24,clear sky
497,Agadez,NE,19.75,10.25,29.78,25,97,5.02,overcast clouds
498,Maragogi,BR,-9.0122,-35.2225,22.73,91,100,3.12,overcast clouds
499,Udachnyy,RU,66.4167,112.4,23.03,30,55,2.6,broken clouds
500,Lixourion,GR,38.2019,20.4314,23.85,69,0,0.89,clear sky
501,Odienne,CI,9.51,-7.5692,20.46,98,100,2.12,light rain
502,Boke,GN,10.9409,-14.2967,23.88,96,100,1.19,overcast clouds
503,Katobu,ID,-4.9408,122.5276,26.31,87,100,2.65,overcast clouds
504,Lengshuitan,CN,26.4111,111.5956,22.44,98,100,0.34,overcast clouds
505,Metro,ID,-5.1131,105.3067,25.41,87,100,1.2,moderate rain
506,Tommot,RU,58.9564,126.2925,14.79,86,100,3.8,moderate rain
507,Port Keats,AU,-14.25,129.55,32.76,20,6,3.39,clear sky
508,Burnie,AU,-41.0667,145.9167,13.3,80,81,3.34,broken clouds
509,Bawana,IN,28.8,77.0333,34.05,36,88,3.31,overcast clouds
510,Vestmannaeyjar,IS,63.4427,-20.2734,8.86,90,100,4.24,overcast clouds
511,Kropotkin,RU,45.4375,40.5756,19.73,58,8,0.73,clear sky
512,Kamen-Rybolov,RU,44.7481,132.0403,19.46,80,75,5.82,broken clouds
513,Pandamatenga,BW,-18.5278,25.627,9.71,34,0,2.17,clear sky
514,Sheridan,US,44.8333,-106.9173,22.21,37,0,5.14,clear sky
515,Xining,CN,36.6167,101.7667,24.33,29,73,0.91,broken clouds
516,Villarrica,PY,-25.75,-56.4333,18.87,98,100,1.95,overcast clouds
517,Norsup,VU,-16.0667,167.3833,27.09,81,100,5.52,overcast clouds
518,Nhulunbuy,AU,-12.2333,136.7667,29.34,58,89,8.75,overcast clouds
519,Axim,GH,4.8699,-2.2405,24.08,89,88,4.81,light rain
520,Sakaraha,MG,-22.9,44.5333,14.66,74,3,2.53,clear sky
521,Arman,RU,59.7,150.1667,11.12,94,100,1.34,overcast clouds
522,Kattivakkam,IN,13.2167,80.3167,33.93,68,70,4.12,broken clouds
523,Bulungu,CD,-4.55,18.6,20.2,87,87,0.44,overcast clouds
524,Korla,CN,41.7597,86.1469,29.29,21,100,6.75,overcast clouds
525,Salinopolis,BR,-0.6136,-47.3561,25.17,81,61,2.94,broken clouds
526,Comodoro Rivadavia,AR,-45.8667,-67.5,3.92,60,0,6.17,clear sky
527,Florianopolis,BR,-27.6146,-48.5012,16.57,91,75,5.14,broken clouds
528,Smithers,CA,54.7804,-127.1743,12.18,94,100,2.06,overcast clouds
529,Olafsvik,IS,64.8945,-23.7142,8.93,86,100,5.88,overcast clouds
530,Marawi,PH,7.9986,124.2928,25.19,85,71,2.2,broken clouds
531,Avera,US,33.194,-82.5271,27.43,62,25,3.32,scattered clouds
532,Yaring,TH,6.8662,101.3689,30.36,68,93,1.35,overcast clouds
533,Gotsu,JP,35.0,132.2167,25.05,66,1,3.9,clear sky
534,Ternate,ID,0.8,127.4,28.87,71,69,2.9,broken clouds
535,Ust-Nera,RU,64.5667,143.2,17.85,47,93,1.7,overcast clouds
536,Ramhormoz,IR,31.28,49.6035,36.33,8,0,1.44,clear sky
537,Capitan Bado,PY,-23.2667,-55.5333,20.97,67,1,5.51,clear sky
538,Vladimirskaya,RU,44.5455,40.7933,18.65,61,7,1.02,clear sky
539,Cururupu,BR,-1.8283,-44.8683,22.71,93,45,0.91,scattered clouds
540,Rameswaram,IN,9.2833,79.3,27.85,73,100,1.84,overcast clouds
541,Sfantu Gheorghe,RO,45.8667,25.7833,17.37,68,76,0.16,broken clouds
542,Alta,NO,69.9689,23.2717,5.59,81,75,1.03,broken clouds
543,Palmer,US,42.1584,-72.3287,19.02,78,100,7.2,overcast clouds
544,Zhezkazgan,KZ,47.8043,67.7144,27.99,21,0,3.0,clear sky
545,Charters Towers,AU,-20.1,146.2667,25.43,45,19,1.34,few clouds
546,Jurm,AF,36.8648,70.8342,21.59,43,93,3.34,overcast clouds
547,Verkhnyaya Inta,RU,65.9811,60.3094,18.53,60,100,4.25,overcast clouds
548,Northam,GB,51.0333,-4.2167,15.9,56,96,4.68,overcast clouds
549,Cap Malheureux,MU,-19.9842,57.6142,22.48,75,5,1.34,clear sky
550,Berlevag,NO,70.8578,29.0864,4.97,81,100,5.14,overcast clouds
551,Kushmurun,KZ,52.4503,64.6311,25.56,43,68,0.18,broken clouds
552,Kozhevnikovo,RU,56.2589,83.9714,19.03,84,87,4.68,light rain
553,Yamada,JP,39.4667,141.95,23.64,65,94,3.79,overcast clouds
554,Wanaka,NZ,-44.7,169.15,3.24,94,31,1.04,scattered clouds
555,Glendive,US,47.1053,-104.7125,18.79,66,0,3.6,clear sky
556,Chodavaram,IN,17.8333,82.95,30.91,53,86,3.63,overcast clouds
557,Mount Gambier,AU,-37.8333,140.7667,15.32,65,71,1.63,broken clouds
558,Tautira,PF,-17.7333,-149.15,26.11,71,50,6.93,scattered clouds
559,Los Lunas,US,34.8062,-106.7334,26.9,42,65,1.42,broken clouds
560,Atherton,GB,53.5237,-2.4935,18.77,66,99,0.89,overcast clouds
561,Buchmany,UA,51.0689,28.0421,15.53,74,92,1.24,overcast clouds
562,Casablanca,MA,33.5928,-7.6192,20.12,84,22,3.93,few clouds
563,Astara,AZ,38.5,48.6667,22.39,54,0,2.32,clear sky
564,Havelock,US,34.8791,-76.9013,26.09,85,0,3.09,clear sky
565,Nushki,PK,29.5542,66.0215,35.31,9,0,3.67,clear sky
566,Huilong,CN,31.8111,121.655,28.5,63,15,5.31,few clouds
567,General Pico,AR,-35.6566,-63.7568,6.02,59,0,4.12,clear sky
568,Matagami,CA,49.7502,-77.6328,17.06,72,40,3.6,scattered clouds
569,Clearlake,US,38.9582,-122.6264,13.42,65,100,3.87,overcast clouds
570,Tabou,CI,4.423,-7.3528,24.51,89,100,5.39,moderate rain
571,Omsukchan,RU,62.5333,155.8,9.07,79,100,1.7,light rain
572,Puebloviejo,CO,10.9938,-74.2844,28.1,74,75,5.14,broken clouds
573,Santa Fe,AR,-31.6333,-60.7,10.0,91,50,3.13,light rain
574,Chara,RU,56.9064,118.2631,21.46,39,82,1.42,light rain
575,Saint Anthony,US,45.0205,-93.218,21.53,65,0,3.6,clear sky
576,Kirakira,SB,-10.4544,161.9205,28.03,77,80,4.0,broken clouds
577,Bonito,BR,-21.1211,-56.4819,21.68,67,5,2.22,clear sky
578,Manjacaze,MZ,-24.7117,33.8828,13.0,70,0,0.87,clear sky
579,Komsomolskiy,UZ,40.4272,71.7189,26.4,36,85,2.06,overcast clouds
580,College,US,64.8569,-147.8028,22.26,51,75,3.6,broken clouds
581,Kamenka,RU,51.3223,42.7678,16.42,80,37,3.17,scattered clouds
582,Souillac,MU,-20.5167,57.5167,19.21,94,20,1.54,few clouds
583,Nedjo,ET,9.5046,35.5019,16.06,92,65,1.68,broken clouds
584,Mattru,SL,7.6244,-11.8332,20.82,98,100,2.65,moderate rain
585,Baruun-Urt,MN,46.6806,113.2792,23.81,39,100,6.85,overcast clouds
586,Tecoanapa,MX,16.5167,-98.75,25.22,82,100,0.81,overcast clouds
587,Quijingue,BR,-10.7525,-39.2092,15.79,96,2,0.81,clear sky
588,Quibor,VE,9.9287,-69.6201,21.62,82,37,2.56,scattered clouds
589,Guiratinga,BR,-16.3494,-53.7583,20.98,66,23,1.18,few clouds
590,Boundiali,CI,9.5217,-6.4869,20.79,97,99,1.8,overcast clouds
591,Coffs Harbour,AU,-30.3,153.1333,20.63,49,11,4.12,few clouds
592,Lerwick,GB,60.1545,-1.1494,12.0,95,100,10.34,light rain
593,Terra Rica,BR,-22.7094,-52.6169,17.35,65,0,3.26,clear sky
594,Nabire,ID,-3.3667,135.4833,27.99,79,53,1.12,light rain
595,Eirunepe,BR,-6.6603,-69.8736,21.5,98,87,1.15,overcast clouds
596,Puerto Escondido,MX,15.85,-97.0667,25.41,82,99,3.11,overcast clouds
597,Osmena,PH,10.5208,119.9258,29.93,65,54,1.71,broken clouds
598,Seoul,KR,37.5683,126.9778,26.66,61,75,2.06,haze
599,Kodinsk,RU,58.6881,99.1844,19.83,81,100,4.79,light rain
600,Esmeraldas,BR,-19.7625,-44.3139,14.48,77,0,1.39,clear sky
601,Sidi Ali,DZ,36.0998,0.4206,25.27,43,45,2.82,scattered clouds
602,Black River,JM,18.0264,-77.8487,25.9,78,100,1.67,overcast clouds
603,Necochea,AR,-38.5473,-58.7368,7.95,66,0,6.02,clear sky
604,Curitibanos,BR,-27.2828,-50.5844,12.42,86,96,1.78,overcast clouds
605,Turmero,VE,10.2239,-67.4729,21.8,83,10,1.15,clear sky
606,Aykhal,RU,66.0,111.5,21.62,40,47,2.64,scattered clouds
607,Manado,ID,1.487,124.8455,31.43,66,40,1.54,light rain
608,Yar-Sale,RU,66.8333,70.8333,15.79,38,43,2.4,scattered clouds
609,Beihai,CN,21.4833,109.1,28.92,80,100,7.72,heavy intensity rain
610,Behbahan,IR,30.5959,50.2417,36.82,6,0,0.73,clear sky
611,Guymon,US,36.6828,-101.4816,27.0,44,0,4.12,clear sky
612,Sinjai,ID,-5.1241,120.253,27.89,78,98,1.27,overcast clouds
613,Haines Junction,CA,60.7522,-137.5108,22.97,27,94,1.54,overcast clouds
614,Sungaipenuh,ID,-2.0833,101.3833,24.37,74,84,1.71,broken clouds
615,Kenitra,MA,34.261,-6.5802,17.42,89,6,2.01,clear sky
616,Half Moon Bay,US,37.4636,-122.4286,14.38,78,0,9.26,clear sky
617,Monaghan,IE,54.25,-6.9667,15.22,65,100,6.0,overcast clouds
618,Manzhouli,CN,49.6,117.4333,25.43,35,23,3.19,few clouds
619,Guane,CU,22.2025,-84.0875,25.07,81,60,1.99,light rain
620,Quatre Cocos,MU,-20.2078,57.7625,22.27,62,11,4.91,few clouds
621,Strezhevoy,RU,60.7333,77.5889,20.08,55,26,3.56,scattered clouds
622,Ola,RU,59.5833,151.2833,11.19,85,100,1.23,overcast clouds
623,Nguruka,TZ,-5.1092,31.0419,18.38,58,70,2.19,broken clouds
624,Derzhavinsk,KZ,51.1,66.3167,26.5,33,66,1.23,broken clouds
625,Le Pradet,FR,43.1066,6.0172,21.49,88,0,1.54,clear sky
626,Shelburne,CA,44.0787,-80.2041,21.44,66,0,6.32,clear sky
627,Grand Gaube,MU,-20.0064,57.6608,22.43,75,6,1.34,clear sky
628,Lubu,CN,23.1742,112.2809,27.42,89,100,1.17,overcast clouds
629,Kashi,CN,39.4547,75.9797,28.56,10,0,5.0,clear sky
630,Bograd,RU,54.2344,90.8328,19.57,49,53,1.58,broken clouds
631,Santander,ES,43.4647,-3.8044,21.92,84,0,1.34,clear sky
632,Snasa,NO,64.2457,12.3778,10.67,90,99,1.4,overcast clouds
633,Khilchipur,IN,24.0333,76.5667,33.15,46,100,5.6,overcast clouds
634,Puerto Madero,MX,14.7208,-92.4215,24.84,82,100,1.52,overcast clouds
635,Filingue,NE,14.3521,3.3168,28.0,57,70,2.43,broken clouds
636,Ugoofaaru,MV,5.6667,73.0,28.3,75,95,4.63,overcast clouds
637,Mecca,SA,21.4267,39.8261,33.48,22,32,1.61,scattered clouds
638,Chardara,KZ,41.2547,67.9692,29.38,35,37,2.65,scattered clouds
639,Nanortalik,GL,60.1432,-45.2371,3.2,86,95,3.16,overcast clouds
640,Sereflikochisar,TR,38.9393,33.5386,19.53,59,0,3.96,clear sky
641,Rovaniemi,FI,66.5,25.7167,7.67,81,40,4.63,scattered clouds
642,Adelaide,AU,-34.9333,138.6,17.27,64,75,5.66,broken clouds
643,Chernyshevskiy,RU,63.0128,112.4714,22.28,29,57,2.07,broken clouds
644,Anajatuba,BR,-3.2644,-44.6197,22.31,92,66,0.66,broken clouds
645,Lichinga,MZ,-13.3128,35.2406,13.05,82,20,5.14,few clouds
646,Porto Santo,PT,33.072,-16.3415,18.21,82,40,4.63,scattered clouds
647,Joshimath,IN,30.5667,79.5667,22.77,69,91,2.82,overcast clouds
648,Syamzha,RU,60.0158,41.0614,15.33,63,10,4.79,clear sky
649,Akdepe,TM,42.0551,59.3788,30.05,13,1,4.89,clear sky
650,North Platte,US,41.1239,-100.7654,22.94,53,0,5.36,clear sky
651,Coroico,BO,-16.1889,-67.7271,11.63,83,2,1.63,clear sky
652,San Lawrenz,MT,36.0553,14.204,22.14,89,0,3.39,clear sky
653,Kupang,ID,-10.1667,123.5833,30.22,59,40,6.88,scattered clouds
654,Santa Rosa,PH,14.3122,121.1114,33.99,59,96,1.73,overcast clouds
655,Chapais,CA,49.7834,-74.8492,19.88,93,34,4.76,scattered clouds
656,Palia Kalan,IN,28.45,80.5833,39.03,29,0,2.82,clear sky
657,Yuancheng,CN,36.652,107.7896,31.62,13,88,5.85,overcast clouds
658,Zhanaozen,KZ,43.3,52.8,30.92,20,15,8.05,few clouds
659,Mariana,BR,-20.3778,-43.4161,12.04,83,0,0.79,clear sky
660,Quchan,IR,37.106,58.5095,23.27,36,2,4.02,clear sky
661,Nantucket,US,41.2835,-70.0995,19.06,88,100,7.72,overcast clouds
662,Sri Aman,MY,1.2376,111.4621,29.03,84,40,1.03,light rain
663,Bodmin,GB,50.4715,-4.7243,17.98,63,99,6.69,overcast clouds
664,Honggang,CN,46.4667,124.8667,26.9,32,0,6.55,clear sky
665,Hirara,JP,24.8,125.2833,28.15,94,75,6.17,heavy intensity rain
666,Ostersund,SE,63.1792,14.6357,11.25,87,20,2.06,few clouds
667,Daska,PK,32.3243,74.3497,26.99,46,60,5.01,broken clouds
668,Severobaykalsk,RU,55.65,109.3167,16.41,61,89,1.73,overcast clouds
669,Draguignan,FR,43.5333,6.4667,20.47,88,10,1.54,clear sky
670,Wattegama,LK,6.7989,81.4808,27.74,64,100,2.91,overcast clouds
671,Inirida,CO,3.8653,-67.9239,21.39,98,76,0.22,broken clouds
672,Nenjiang,CN,49.1833,125.2167,27.02,29,7,5.61,clear sky
673,Oktyabrskoye,RU,43.0645,44.7417,18.08,82,97,3.0,light rain
674,Marathon,US,44.9,-89.7668,19.58,72,0,3.6,clear sky
675,Salisbury,GB,51.0693,-1.7957,15.25,74,87,2.57,overcast clouds
